user_id,course_id,course_join_time,learn_process,price
用户5,课程97,2019-05-27 14:54:47,width: 0%;,29.0
用户5,课程99,2019-05-27 14:54:47,width: 0%;,59.0
用户5,课程85,2019-05-27 14:54:47,width: 0%;,109.0
用户5,课程87,2019-05-27 14:54:47,width: 0%;,49.0
用户5,课程4,2019-05-27 14:54:47,width: 0%;,369.0
用户5,课程44,2019-05-27 14:54:47,width: 0%;,159.0
用户5,课程45,2019-05-27 14:54:47,width: 0%;,129.0
用户5,课程6,2019-05-27 14:54:47,width: 0%;,179.0
用户5,课程96,2019-05-27 14:54:47,width: 0%;,
用户5,课程86,2019-05-27 14:54:47,width: 0%;,79.0
用户5,课程144,2019-04-02 16:12:59,width: 0%;,129.0
用户5,课程40,2019-04-02 16:12:58,width: 0%;,499.0
用户5,课程162,2019-04-02 16:12:58,width: 0%;,129.0
用户5,课程148,2019-04-02 16:12:58,width: 0%;,129.0
用户5,课程163,2019-04-02 16:12:58,width: 0%;,129.0
用户5,课程52,2019-08-30 16:23:56,width: 0%;,0.0
用户5,课程51,2019-08-30 22:04:14,width: 0%;,
用户5,课程50,2019-03-22 21:18:25,width: 0%;,0.0
用户5,课程239,2019-01-05 12:39:03,width: 0%;,0.0
用户5,课程230,2019-01-05 12:39:03,width: 0%;,0.0
用户5,课程138,2019-01-05 12:34:52,width: 0%;,0.0
用户5,课程226,2019-01-05 12:34:52,width: 0%;,79.0
用户5,课程16,2019-01-05 12:34:53,width: 0%;,499.0
用户5,课程95,2018-12-29 10:21:10,width: 0%;,499.0
用户5,课程236,2018-12-29 10:08:54,width: 0%;,79.0
用户5,课程223,2018-12-29 10:08:53,width: 0%;,79.0
用户5,课程37,2018-12-29 10:08:07,width: 0%;,0.0
用户5,课程8,2018-12-29 10:08:07,width: 0%;,0.0
用户5,课程24,2019-09-20 10:05:20,width: 0%;,0.0
用户5,课程76,2018-12-27 10:25:38,width: 7%;,0.0
用户5,课程58,2018-12-11 19:05:16,width: 0%;,0.0
用户5,课程149,2018-12-11 19:05:16,width: 0%;,0.0
用户5,课程160,2018-12-11 19:05:16,width: 0%;,79.0
用户5,课程157,2018-12-11 19:05:16,width: 0%;,99.0
用户5,课程158,2018-12-11 19:05:16,width: 0%;,129.0
用户5,课程32,2018-12-11 19:05:16,width: 0%;,499.0
用户5,课程12,2018-10-10 09:22:06,width: 0%;,0.0
用户5,课程205,2018-09-25 14:12:46,width: 0%;,0.0
用户7,课程99,2019-04-25 14:08:11,width: 0%;,59.0
用户7,课程96,2019-04-25 14:09:14,width: 0%;,
用户7,课程97,2019-04-25 14:09:36,width: 0%;,29.0
用户7,课程87,2019-04-25 14:09:57,width: 0%;,49.0
用户7,课程85,2019-04-25 14:10:25,width: 0%;,109.0
用户7,课程159,2019-04-25 14:02:12,width: 0%;,0.0
用户7,课程38,2019-04-25 14:19:46,width: 0%;,0.0
用户7,课程161,2019-04-25 14:02:47,width: 0%;,0.0
用户7,课程155,2019-04-25 14:13:06,width: 0%;,99.0
用户7,课程152,2019-04-25 14:13:23,width: 0%;,99.0
用户7,课程220,2019-04-25 14:13:42,width: 0%;,79.0
用户7,课程151,2019-04-25 14:14:27,width: 0%;,79.0
用户7,课程156,2019-04-25 13:58:35,width: 0%;,129.0
用户7,课程144,2019-04-25 13:59:08,width: 0%;,129.0
用户7,课程163,2019-04-25 13:59:46,width: 0%;,129.0
用户7,课程148,2019-04-25 13:57:54,width: 0%;,129.0
用户7,课程162,2019-04-25 14:01:41,width: 0%;,129.0
用户7,课程36,2019-04-25 14:03:19,width: 0%;,499.0
用户7,课程40,2019-04-25 14:03:51,width: 0%;,499.0
用户7,课程230,2019-04-25 14:04:22,width: 0%;,0.0
用户7,课程239,2019-04-25 14:04:47,width: 0%;,0.0
用户7,课程95,2019-04-25 14:05:14,width: 0%;,499.0
用户7,课程226,2019-04-25 14:06:26,width: 0%;,79.0
用户7,课程236,2019-04-25 14:06:59,width: 0%;,79.0
用户7,课程94,2019-04-25 14:07:22,width: 0%;,499.0
用户7,课程46,2019-04-25 14:14:48,width: 0%;,299.0
用户7,课程47,2019-04-25 14:15:12,width: 0%;,199.0
用户7,课程45,2019-04-25 14:10:53,width: 0%;,129.0
用户7,课程44,2019-04-25 14:11:14,width: 0%;,159.0
用户7,课程42,2019-04-25 14:11:38,width: 0%;,99.0
用户7,课程4,2019-04-25 14:12:36,width: 0%;,369.0
用户7,课程153,2019-04-25 14:12:03,width: 0%;,79.0
用户7,课程143,2019-04-25 14:15:33,width: 0%;,399.0
用户9,课程99,2019-04-25 15:20:40,width: 0%;,59.0
用户9,课程96,2019-04-25 15:20:57,width: 0%;,
用户9,课程97,2019-04-25 15:21:19,width: 0%;,29.0
用户9,课程85,2019-04-25 15:21:56,width: 0%;,109.0
用户9,课程155,2019-04-25 15:24:10,width: 0%;,99.0
用户9,课程152,2019-04-25 15:24:29,width: 0%;,99.0
用户9,课程220,2019-04-25 15:24:53,width: 0%;,79.0
用户9,课程160,2019-04-25 14:54:31,width: 0%;,79.0
用户9,课程163,2019-04-25 14:53:05,width: 0%;,129.0
用户9,课程148,2019-04-25 15:11:44,width: 0%;,129.0
用户9,课程162,2019-04-25 15:10:49,width: 0%;,129.0
用户9,课程226,2019-04-25 15:11:21,width: 0%;,79.0
用户9,课程236,2019-04-25 15:10:22,width: 0%;,79.0
用户9,课程19,2019-04-25 15:20:10,width: 0%;,499.0
用户9,课程158,2019-04-25 14:55:22,width: 0%;,129.0
用户9,课程157,2019-04-25 14:55:02,width: 0%;,99.0
用户10,课程76,2018-12-29 15:51:26,width: 4%;,0.0
用户10,课程143,2018-09-18 17:14:23,width: 0%;,399.0
用户11,课程12,2019-05-06 21:02:08,width: 0%;,0.0
用户11,课程143,2018-09-18 17:33:29,width: 0%;,399.0
用户12,课程96,2019-04-25 15:20:56,width: 0%;,
用户12,课程97,2019-04-25 15:21:19,width: 0%;,29.0
用户12,课程87,2019-04-25 15:21:34,width: 0%;,49.0
用户12,课程85,2019-04-25 15:21:56,width: 0%;,109.0
用户12,课程155,2019-04-25 15:24:10,width: 0%;,99.0
用户12,课程152,2019-04-25 15:24:29,width: 0%;,99.0
用户12,课程220,2019-04-25 15:24:53,width: 0%;,79.0
用户12,课程160,2019-04-25 14:54:31,width: 0%;,79.0
用户12,课程163,2019-04-25 14:53:05,width: 0%;,129.0
用户12,课程148,2019-04-25 15:11:43,width: 0%;,129.0
用户12,课程162,2019-04-25 15:10:49,width: 0%;,129.0
用户12,课程226,2019-04-25 15:11:21,width: 0%;,79.0
用户12,课程236,2019-04-25 15:10:22,width: 0%;,79.0
用户12,课程33,2019-01-02 17:40:14,width: 30%;,0.0
用户12,课程19,2019-04-25 15:20:10,width: 0%;,499.0
用户12,课程158,2019-04-25 14:55:22,width: 0%;,129.0
用户12,课程157,2019-04-25 14:55:02,width: 0%;,99.0
用户12,课程12,2018-12-29 11:07:29,width: 44%;,0.0
用户13,课程26,2020-03-31 10:52:51,width: 0%;,319.0
用户13,课程34,2020-03-31 10:52:49,width: 0%;,299.0
用户13,课程22,2020-03-31 10:52:47,width: 0%;,199.0
用户13,课程17,2020-03-31 10:52:45,width: 0%;,299.0
用户13,课程31,2020-03-31 10:52:43,width: 0%;,109.0
用户13,课程19,2019-07-29 14:28:50,width: 0%;,499.0
用户13,课程154,2019-06-12 17:54:28,width: 0%;,219.0
用户13,课程223,2019-06-12 17:54:11,width: 0%;,79.0
用户13,课程203,2019-06-12 17:48:45,width: 0%;,179.0
用户13,课程98,2019-06-12 17:47:52,width: 0%;,99.0
用户13,课程21,2019-06-12 17:47:01,width: 0%;,169.0
用户13,课程220,2019-06-12 17:46:05,width: 0%;,79.0
用户13,课程36,2019-06-12 14:00:22,width: 0%;,499.0
用户13,课程148,2019-04-02 16:05:05,width: 0%;,129.0
用户13,课程163,2019-04-02 16:05:05,width: 0%;,129.0
用户13,课程37,2019-04-02 16:05:04,width: 0%;,0.0
用户13,课程95,2019-04-02 16:05:04,width: 0%;,499.0
用户13,课程40,2019-04-02 16:05:04,width: 0%;,499.0
用户13,课程144,2019-04-02 16:04:37,width: 0%;,129.0
用户13,课程151,2019-04-02 16:01:13,width: 0%;,79.0
用户13,课程224,2019-04-02 16:01:13,width: 0%;,79.0
用户13,课程162,2019-04-02 16:01:12,width: 0%;,129.0
用户13,课程52,2019-03-26 21:52:07,width: 0%;,0.0
用户13,课程51,2019-03-27 22:57:05,width: 0%;,
用户13,课程50,2019-03-27 22:58:58,width: 0%;,0.0
用户13,课程231,2019-01-05 12:56:05,width: 0%;,999.0
用户13,课程6,2019-01-05 12:55:58,width: 0%;,179.0
用户13,课程227,2019-01-05 12:55:58,width: 0%;,999.0
用户13,课程225,2019-01-05 12:55:48,width: 0%;,0.0
用户13,课程237,2019-01-05 12:55:48,width: 0%;,0.0
用户13,课程7,2019-01-05 12:55:48,width: 0%;,159.0
用户13,课程55,2019-01-05 12:55:37,width: 0%;,0.0
用户13,课程57,2019-01-05 12:55:37,width: 0%;,0.0
用户13,课程150,2019-01-05 12:55:37,width: 0%;,199.0
用户13,课程169,2019-01-05 12:55:37,width: 0%;,0.0
用户13,课程236,2019-01-05 12:55:26,width: 0%;,79.0
用户13,课程226,2019-01-05 12:55:26,width: 0%;,79.0
用户13,课程8,2019-01-05 12:55:26,width: 0%;,0.0
用户13,课程221,2019-01-05 12:55:25,width: 0%;,0.0
用户13,课程94,2019-01-05 12:55:13,width: 0%;,499.0
用户13,课程138,2019-01-05 12:55:13,width: 0%;,0.0
用户13,课程238,2019-01-05 12:55:13,width: 0%;,0.0
用户13,课程229,2019-01-05 12:55:13,width: 0%;,0.0
用户13,课程76,2019-03-06 11:16:24,width: 22%;,0.0
用户13,课程58,2018-12-17 10:58:11,width: 0%;,0.0
用户13,课程45,2018-12-17 10:58:11,width: 0%;,129.0
用户13,课程44,2018-12-17 10:58:11,width: 0%;,159.0
用户13,课程42,2018-12-17 10:58:11,width: 0%;,99.0
用户13,课程147,2018-12-17 10:58:11,width: 0%;,0.0
用户13,课程63,2018-12-17 10:58:11,width: 0%;,0.0
用户13,课程145,2018-12-17 10:58:11,width: 0%;,0.0
用户13,课程4,2018-12-17 10:58:11,width: 0%;,369.0
用户13,课程46,2018-12-17 10:58:11,width: 0%;,299.0
用户13,课程153,2018-12-17 10:58:11,width: 0%;,79.0
用户13,课程146,2018-12-17 10:58:11,width: 0%;,0.0
用户13,课程16,2018-12-17 10:58:11,width: 0%;,499.0
用户13,课程32,2018-12-17 10:58:11,width: 0%;,499.0
用户13,课程47,2018-12-17 10:58:11,width: 0%;,199.0
用户13,课程157,2018-12-17 10:58:11,width: 0%;,99.0
用户13,课程158,2018-12-17 10:58:11,width: 0%;,129.0
用户13,课程143,2018-12-17 10:58:11,width: 0%;,399.0
用户13,课程149,2018-12-17 10:58:11,width: 0%;,0.0
用户13,课程160,2018-12-17 10:58:11,width: 0%;,79.0
用户13,课程12,2018-12-17 10:58:11,width: 0%;,0.0
用户13,课程188,2019-03-05 14:21:19,width: 0%;,0.0
用户13,课程187,2019-03-05 15:14:19,width: 100%;,0.0
用户13,课程198,2019-03-05 09:54:54,width: 0%;,0.0
用户13,课程197,2019-03-05 09:53:23,width: 100%;,0.0
用户13,课程195,2019-03-05 09:52:28,width: 100%;,0.0
用户15,课程31,2020-03-26 13:49:01,width: 0%;,109.0
用户15,课程99,2019-04-25 15:20:39,width: 0%;,59.0
用户15,课程96,2019-04-25 15:20:56,width: 0%;,
用户15,课程97,2019-04-25 15:21:18,width: 0%;,29.0
用户15,课程87,2019-04-25 15:21:34,width: 0%;,49.0
用户15,课程85,2019-04-25 15:21:55,width: 0%;,109.0
用户15,课程155,2019-04-25 15:24:09,width: 0%;,99.0
用户15,课程152,2019-04-25 15:24:28,width: 0%;,99.0
用户15,课程52,2019-04-11 15:40:05,width: 0%;,0.0
用户15,课程51,2019-04-11 11:42:38,width: 50%;,
用户15,课程50,2019-04-11 10:54:48,width: 0%;,0.0
用户15,课程160,2019-04-25 14:54:30,width: 0%;,79.0
用户15,课程163,2019-04-25 14:53:05,width: 0%;,129.0
用户15,课程226,2019-04-25 15:11:20,width: 0%;,79.0
用户15,课程157,2019-04-25 14:55:02,width: 0%;,99.0
用户16,课程89,2020-06-11 09:49:26,width: 0%;,700.0
用户16,课程183,2020-06-10 09:46:36,width: 14%;,199.0
用户16,课程181,2020-06-08 09:46:02,width: 6%;,199.0
用户16,课程17,2020-06-01 11:31:14,width: 0%;,299.0
用户16,课程4,2020-03-05 11:22:27,width: 1%;,369.0
用户16,课程70,2020-02-05 19:16:16,width: 0%;,0.0
用户16,课程99,2019-04-25 15:20:39,width: 0%;,59.0
用户16,课程96,2019-04-25 15:20:56,width: 0%;,
用户16,课程97,2019-04-25 15:21:18,width: 0%;,29.0
用户16,课程87,2019-04-25 15:21:34,width: 0%;,49.0
用户16,课程85,2019-04-25 15:21:55,width: 0%;,109.0
用户16,课程159,2019-08-30 22:09:01,width: 0%;,0.0
用户16,课程155,2019-04-25 15:24:09,width: 0%;,99.0
用户16,课程152,2019-04-25 15:24:29,width: 0%;,99.0
用户16,课程220,2019-04-25 15:24:53,width: 0%;,79.0
用户16,课程52,2019-04-24 17:37:27,width: 0%;,0.0
用户16,课程160,2019-04-25 14:54:30,width: 0%;,79.0
用户16,课程163,2019-04-25 14:53:05,width: 0%;,129.0
用户16,课程148,2019-04-25 15:11:43,width: 0%;,129.0
用户16,课程162,2019-04-25 15:10:48,width: 0%;,129.0
用户16,课程24,2019-11-04 09:38:20,width: 85%;,0.0
用户16,课程226,2019-04-25 15:11:20,width: 0%;,79.0
用户16,课程236,2019-04-25 15:10:22,width: 0%;,79.0
用户16,课程76,2019-12-04 09:17:05,width: 4%;,0.0
用户16,课程195,2019-03-14 14:36:43,width: 100%;,0.0
用户16,课程194,2019-03-14 14:43:58,width: 25%;,0.0
用户16,课程19,2019-04-25 15:20:10,width: 0%;,499.0
用户16,课程158,2019-04-25 14:55:22,width: 0%;,129.0
用户16,课程157,2018-09-27 10:35:56,width: 0%;,99.0
用户17,课程191,2020-06-11 14:21:55,width: 0%;,0.0
用户17,课程50,2020-03-29 05:42:37,width: 0%;,0.0
用户17,课程144,2020-03-29 05:42:38,width: 0%;,129.0
用户17,课程163,2020-03-29 05:42:38,width: 0%;,129.0
用户17,课程171,2020-03-29 05:42:38,width: 0%;,299.0
用户17,课程48,2020-03-29 05:42:37,width: 0%;,299.0
用户17,课程180,2020-03-29 05:45:16,width: 0%;,0.0
用户17,课程40,2020-03-29 05:45:15,width: 0%;,499.0
用户17,课程148,2020-03-29 05:45:15,width: 0%;,129.0
用户17,课程162,2020-03-29 05:45:15,width: 0%;,129.0
用户17,课程133,2020-03-29 05:45:15,width: 0%;,199.0
用户17,课程130,2020-03-29 05:45:15,width: 0%;,199.0
用户17,课程135,2020-03-29 05:45:15,width: 0%;,199.0
用户17,课程26,2020-03-29 05:45:15,width: 0%;,319.0
用户17,课程17,2020-03-29 05:45:15,width: 0%;,299.0
用户17,课程31,2020-03-29 05:45:15,width: 0%;,109.0
用户17,课程99,2019-04-25 15:20:39,width: 0%;,59.0
用户17,课程96,2019-04-25 15:20:56,width: 0%;,
用户17,课程97,2019-04-25 15:21:18,width: 0%;,29.0
用户17,课程87,2019-04-25 15:21:34,width: 0%;,49.0
用户17,课程85,2019-04-25 15:21:55,width: 0%;,109.0
用户17,课程155,2019-04-25 15:24:10,width: 0%;,99.0
用户17,课程152,2019-04-25 15:24:29,width: 0%;,99.0
用户17,课程220,2019-04-25 15:24:53,width: 0%;,79.0
用户17,课程52,2019-03-31 10:27:49,width: 0%;,0.0
用户17,课程51,2019-03-31 10:23:28,width: 50%;,
用户17,课程160,2019-04-25 14:54:31,width: 0%;,79.0
用户17,课程24,2020-02-18 12:27:51,width: 62%;,0.0
用户17,课程226,2019-04-25 15:11:21,width: 0%;,79.0
用户17,课程236,2019-04-25 15:10:22,width: 0%;,79.0
用户17,课程33,2019-09-22 23:54:08,width: 20%;,0.0
用户17,课程19,2019-04-25 15:20:10,width: 6%;,499.0
用户17,课程158,2019-04-25 14:55:22,width: 0%;,129.0
用户17,课程157,2019-04-25 14:55:02,width: 0%;,99.0
用户17,课程12,2019-01-12 11:50:45,width: 59%;,0.0
用户17,课程149,2019-03-25 10:22:00,width: 71%;,0.0
用户17,课程143,2019-04-28 17:43:06,width: 8%;,399.0
用户18,课程188,2018-11-02 16:57:05,width: 0%;,0.0
用户18,课程193,2018-11-01 10:37:52,width: 9%;,0.0
用户18,课程44,2018-09-29 16:03:01,width: 0%;,159.0
用户18,课程42,2019-01-12 10:49:36,width: 4%;,99.0
用户18,课程146,2018-09-29 16:05:40,width: 0%;,0.0
用户18,课程157,2018-09-27 11:01:42,width: 0%;,99.0
用户18,课程12,2018-10-31 22:20:24,width: 0%;,0.0
用户18,课程160,2018-09-27 10:49:35,width: 8%;,79.0
用户18,课程149,2018-09-27 11:02:24,width: 0%;,0.0
用户18,课程143,2018-09-29 15:59:21,width: 0%;,399.0
用户18,课程168,2018-11-03 10:12:59,width: 40%;,0.0
用户18,课程205,2018-09-27 11:02:36,width: 25%;,0.0
用户19,课程143,2018-09-27 11:49:29,width: 0%;,399.0
用户20,课程70,2019-11-15 10:26:55,width: 0%;,0.0
用户20,课程101,2019-11-15 10:26:55,width: 0%;,0.0
用户20,课程214,2019-11-15 10:26:55,width: 0%;,899.0
用户20,课程132,2019-12-07 16:43:59,width: 6%;,199.0
用户20,课程31,2019-11-11 09:30:56,width: 0%;,109.0
用户20,课程99,2019-04-25 14:08:11,width: 0%;,59.0
用户20,课程96,2019-04-25 14:09:14,width: 0%;,
用户20,课程97,2019-04-25 14:09:36,width: 0%;,29.0
用户20,课程87,2019-04-25 14:09:57,width: 0%;,49.0
用户20,课程85,2019-04-25 14:10:25,width: 0%;,109.0
用户20,课程159,2019-04-25 14:02:11,width: 0%;,0.0
用户20,课程38,2019-04-25 14:19:45,width: 0%;,0.0
用户20,课程161,2019-04-25 14:02:47,width: 0%;,0.0
用户20,课程155,2019-04-25 14:13:06,width: 0%;,99.0
用户20,课程152,2019-04-25 14:13:23,width: 0%;,99.0
用户20,课程220,2019-04-25 14:13:41,width: 0%;,79.0
用户20,课程151,2019-04-25 14:14:27,width: 0%;,79.0
用户20,课程156,2019-04-25 13:58:35,width: 0%;,129.0
用户20,课程144,2019-04-25 13:59:08,width: 0%;,129.0
用户20,课程163,2019-04-25 13:59:46,width: 0%;,129.0
用户20,课程148,2019-04-25 13:57:54,width: 0%;,129.0
用户20,课程162,2019-04-25 14:01:41,width: 0%;,129.0
用户20,课程36,2019-04-25 14:03:19,width: 0%;,499.0
用户20,课程40,2019-04-25 14:03:51,width: 0%;,499.0
用户20,课程230,2019-04-25 14:04:22,width: 0%;,0.0
用户20,课程239,2019-04-25 14:04:47,width: 0%;,0.0
用户20,课程95,2019-04-25 14:05:14,width: 0%;,499.0
用户20,课程226,2019-04-25 14:06:26,width: 0%;,79.0
用户20,课程236,2019-04-25 14:06:59,width: 0%;,79.0
用户20,课程94,2019-04-25 14:07:22,width: 0%;,499.0
用户20,课程46,2019-04-25 14:14:48,width: 0%;,299.0
用户20,课程47,2019-04-25 14:15:11,width: 0%;,199.0
用户20,课程45,2019-04-25 14:10:53,width: 0%;,129.0
用户20,课程44,2019-04-25 14:11:13,width: 0%;,159.0
用户20,课程147,2018-12-27 14:19:02,width: 0%;,0.0
